net1,sta1,lat1,lon1,net2,sta2,lat2,lon2,4hrWnd,distance_km
YR,DMTO,17.73,55.074,IU,LSZ,-15.278,28.188,3498,4693.987
YB,AT23,38.363,35.55,IU,KOWA,14.497,-4.014,1980,4694.951
AF,AAUS,9.035,38.766,IU,KOWA,14.497,-4.014,4675,4695.106
1C,TOR1,-0.178,36.007,IU,KOWA,14.497,-4.014,1364,4695.812
IU,TSUM,-19.202,17.584,XW,ADBA,13.551,44.842,2222,4696.358
II,ASCN,-7.933,-14.36,XA,SA25,-27.846,25.126,4444,4697.328
Y6,CORB,7.223,38.385,IU,KOWA,14.497,-4.014,4554,4697.826
XK,B11ET,-19.016,22.316,IU,KOWA,14.497,-4.014,2629,4698.001
Y6,URJI,7.187,38.379,IU,KOWA,14.497,-4.014,1210,4698.118
1C,NDG,-0.106,36.059,IU,KOWA,14.497,-4.014,2618,4698.21
II,MSEY,-4.674,55.479,8A,BAHE,-21.352,15.44,10538,4698.228
II,MSEY,-4.674,55.479,6A,WP01,-21.352,15.44,5511,4698.228
XJ,LN16,-2.621,36.465,YB,AT19,39.735,33.581,5643,4699.183
1C,RGO,-0.156,36.049,IU,KOWA,14.497,-4.014,2695,4699.239
TT,TATN,32.579,10.529,XJ,LL66,-2.612,35.484,748,4699.855
Y6,DORE,7.031,38.362,IU,KOWA,14.497,-4.014,2189,4700.381
XA,SA11,-29.965,20.947,IU,FURI,8.895,38.68,2607,4700.488
Y6,GRIM,7.161,38.395,IU,KOWA,14.497,-4.014,4323,4700.514
1C,KIMU,-0.266,36.025,IU,KOWA,14.497,-4.014,1232,4701.315
AF,TEZI,-15.747,26.016,IU,KOWA,14.497,-4.014,913,4701.32
1C,SLS,-0.01,36.128,IU,KOWA,14.497,-4.014,2739,4701.398
Y6,BETI,7.194,38.412,IU,KOWA,14.497,-4.014,4554,4701.479
IU,KOWA,14.497,-4.014,2H,GULE,13.694,39.588,4939,4702.213
AF,WIN,-22.567,17.1,IU,KOWA,14.497,-4.014,6699,4702.229
II,ASCN,-7.933,-14.36,IU,LSZ,-15.278,28.188,66638,4702.776
Y6,TATA,7.26,38.444,IU,KOWA,14.497,-4.014,2068,4703.201
II,MSEY,-4.674,55.479,6A,WP21,-19.622,14.848,5511,4703.922
1C,MCN1,-0.194,36.083,IU,KOWA,14.497,-4.014,2068,4704.32
IU,TSUM,-19.202,17.584,XW,DALA,13.735,44.736,737,4704.577
XK,B10PP,-18.913,22.543,IU,KOWA,14.497,-4.014,3509,4704.601
Y6,CHEF,7.149,38.432,IU,KOWA,14.497,-4.014,4554,4704.798
II,MSEY,-4.674,55.479,6A,WP06,-20.214,15.013,4389,4704.808
GT,DBIC,6.67,-4.857,XJ,LN16,-2.621,36.465,6952,4705.417
Y6,MILA,7.13,38.434,IU,KOWA,14.497,-4.014,2332,4705.509
II,SUR,-32.38,20.812,XI,TERC,7.145,37.175,3663,4706.02
II,ASCN,-7.933,-14.36,NR,NE217,-21.1,27.334,8921,4706.718
II,ASCN,-7.933,-14.36,BX,BROLN,-21.1,27.334,7876,4706.718
II,ASCN,-7.933,-14.36,MN,RTC,33.988,-6.857,39380,4706.731
8A,GAMM,-20.25,20.825,IU,KOWA,14.497,-4.014,7128,4707.59
II,ASCN,-7.933,-14.36,XB,PM21,33.72,-5.32,13530,4707.824
1C,VWP,-0.259,36.093,IU,KOWA,14.497,-4.014,1353,4708.042
YB,AT13,39.077,35.315,IU,KOWA,14.497,-4.014,2640,4708.151
Y6,BRRR,7.199,38.476,IU,KOWA,14.497,-4.014,4543,4708.219
IU,TSUM,-19.202,17.584,XW,SUGH,14.797,43.443,2156,4708.627
1C,BLS,-0.114,36.16,IU,KOWA,14.497,-4.014,1342,4708.975
ZP,BIHA,-2.638,31.316,IU,ANTO,39.868,32.793,1287,4708.989
1C,BHT,-0.144,36.157,IU,KOWA,14.497,-4.014,2112,4709.9
Y6,YIRG,6.744,38.39,IU,KOWA,14.497,-4.014,2354,4711.03
II,MBAR,-0.602,30.738,YD,CIVI,39.828,16.315,1760,4711.457
Y6,SPEC,7.152,38.501,IU,KOWA,14.497,-4.014,4554,4712.127
II,ASCN,-7.933,-14.36,XA,SA19,-28.906,24.833,3333,4712.577
Y6,FINH,6.967,38.462,IU,KOWA,14.497,-4.014,2233,4712.801
II,RAYN,23.522,45.503,NJ,IFE,7.55,4.547,1034,4712.854
XA,SA09,-30.922,22.986,IU,FURI,8.895,38.68,3168,4713.852
II,SUR,-32.38,20.812,Y6,YIRG,6.744,38.39,3509,4714.002
GT,DBIC,6.67,-4.857,XJ,KEN1,-1.941,36.693,5555,4714.014
YB,AT24,38.165,35.902,IU,KOWA,14.497,-4.014,2651,4714.722
IU,TSUM,-19.202,17.584,XW,KHLA,13.797,44.808,836,4714.834
Y6,HAWA,7.052,38.502,IU,KOWA,14.497,-4.014,4587,4714.852
1C,LWHS,-0.222,36.177,IU,KOWA,14.497,-4.014,2783,4715.183
Y6,GULA,7.845,38.726,IU,KOWA,14.497,-4.014,4532,4718.718
II,ASCN,-7.933,-14.36,XA,SA67,-21.886,27.274,1738,4718.908
1C,GSSH,-0.159,36.24,IU,KOWA,14.497,-4.014,1408,4719.092
NR,NE214,-19.389,22.162,IU,KOWA,14.497,-4.014,2365,4719.527
II,SUR,-32.38,20.812,XB,CM30,9.757,13.95,3674,4719.731
1C,ANR,-0.182,36.245,IU,KOWA,14.497,-4.014,968,4720.556
II,ASCN,-7.933,-14.36,XA,SA10,-30.972,23.914,2266,4720.729
II,SACV,14.97,-23.609,YD,PIAN,38.958,16.397,1353,4721.248
Y6,HABU,7.737,38.726,IU,KOWA,14.497,-4.014,4532,4721.392
II,SACV,14.97,-23.609,MN,CUC,39.993,15.815,26565,4721.628
Y6,SHAS,7.205,38.603,IU,KOWA,14.497,-4.014,2310,4721.698
II,RAYN,23.522,45.503,AF,IFE,7.547,4.457,4807,4721.873
II,ASCN,-7.933,-14.36,YB,BB32,-28.815,24.978,1364,4722.034
II,MBAR,-0.602,30.738,YD,ALDC,39.959,16.381,2739,4722.894
MN,WDD,35.837,14.524,IU,KMBO,-1.127,37.252,57189,4723.132
II,ASCN,-7.933,-14.36,XA,SA39,-25.895,26.151,1650,4723.613
II,SACV,14.97,-23.609,GT,BGCA,5.176,18.424,4851,4723.817
Y6,GALU,7.801,38.767,IU,KOWA,14.497,-4.014,1375,4724.212
YB,AT37,37.244,36.492,IU,KOWA,14.497,-4.014,1397,4724.696
Y6,KADO,7.295,38.655,IU,KOWA,14.497,-4.014,4565,4724.954
II,MSEY,-4.674,55.479,6A,WP19,-19.044,14.479,3168,4725.143
II,SACV,14.97,-23.609,YD,ACII,39.359,16.227,2123,4725.283
Y6,OHIT,7.716,38.758,IU,KOWA,14.497,-4.014,1903,4725.354
IU,KOWA,14.497,-4.014,2H,ABAE,13.354,39.764,4488,4725.578
Y6,POWR,7.788,38.794,IU,KOWA,14.497,-4.014,3839,4727.436
Y6,WOND,7.098,38.631,IU,KOWA,14.497,-4.014,4598,4727.491
IU,KMBO,-1.127,37.252,XS,N027,39.488,22.957,4719,4727.981
II,MBAR,-0.602,30.738,YD,MMNN,39.891,15.99,2244,4728.335
ZV,LAEA,-8.577,32.042,IU,KOWA,14.497,-4.014,3157,4728.429
II,MSEY,-4.674,55.479,8A,SOLI,-23.861,16.04,2134,4729.66
II,SACV,14.97,-23.609,YD,MMNN,39.891,15.99,1859,4730.575
XJ,LL21,-2.063,35.551,IU,KOWA,14.497,-4.014,1925,4730.582
IU,TSUM,-19.202,17.584,XW,DAMT,14.087,44.682,2288,4730.795
Y6,JIRE,8.24,38.933,IU,KOWA,14.497,-4.014,2299,4731.405
AF,GETA,-2.866,33.241,IU,ANTO,39.868,32.793,1287,4732.003
IU,ANTO,39.868,32.793,XD,LONG,-2.725,36.698,2992,4733.044
II,ASCN,-7.933,-14.36,XA,SA139,-25.852,26.266,2211,4733.179
ZP,GEIT,-2.881,32.217,IU,ANTO,39.868,32.793,1309,4733.806
II,MSEY,-4.674,55.479,II,SUR,-32.38,20.812,50655,4733.849
II,ASCN,-7.933,-14.36,XB,PM20,33.906,-5.033,6006,4734.111
XJ,LL65,-2.418,35.434,IU,KOWA,14.497,-4.014,1881,4734.846
ZP,MAUS,-2.741,36.704,IU,ANTO,39.868,32.793,3938,4734.859
II,SUR,-32.38,20.812,XI,BELA,6.929,38.47,3696,4736.286
Y6,JIMA,8.306,38.998,IU,KOWA,14.497,-4.014,1540,4736.831
II,ASCN,-7.933,-14.36,XA,SA65,-22.818,27.222,1727,4737.015
II,SACV,14.97,-23.609,YD,CO22,39.493,16.305,2123,4737.378
Y6,ADEP,7.773,38.884,IU,KOWA,14.497,-4.014,2310,4737.483
Y6,ODAS,8.123,38.965,IU,KOWA,14.497,-4.014,4312,4737.649
II,ASCN,-7.933,-14.36,ZP,MWEN,-10.058,28.702,1012,4737.724
II,ASCN,-7.933,-14.36,XK,B1665,-22.825,27.229,7986,4737.896
II,MSEY,-4.674,55.479,8A,HELM,-25.881,16.828,2156,4738.371
Y6,BESH,7.896,38.928,IU,KOWA,14.497,-4.014,4521,4739.183
II,ASCN,-7.933,-14.36,GT,BOSA,-28.614,25.256,64152,4739.296
II,MBAR,-0.602,30.738,YF,ABSA,36.276,7.473,5093,4739.556
II,SUR,-32.38,20.812,Y6,FINH,6.967,38.462,1496,4739.84
KO,BNN,38.852,35.847,IU,KOWA,14.497,-4.014,7799,4740.229
IU,TSUM,-19.202,17.584,XW,UAYA,15.709,42.693,1430,4740.609
XJ,PR61,-2.959,35.248,IU,KOWA,14.497,-4.014,1925,4741.137
XJ,NG54,-2.732,35.36,IU,KOWA,14.497,-4.014,1892,4741.84
II,MSEY,-4.674,55.479,XB,CM24,6.523,14.288,3069,4741.911
II,SUR,-32.38,20.812,Y6,DORE,7.031,38.362,1507,4742.217
XJ,LL66,-2.612,35.484,KO,BALB,39.64,27.88,6468,4742.589
YB,AT38,37.036,36.808,IU,KOWA,14.497,-4.014,2706,4742.638
II,SUR,-32.38,20.812,NJ,IFE,7.55,4.547,1034,4744.134
II,MBAR,-0.602,30.738,MN,CUC,39.993,15.815,24519,4744.482
Y6,OGOL,8.04,39.014,IU,KOWA,14.497,-4.014,4004,4744.923
XK,B09NK,-19.663,22.194,IU,KOWA,14.497,-4.014,2673,4745.139
II,SUR,-32.38,20.812,YY,DLMN,6.424,39.856,6721,4745.247
IU,KOWA,14.497,-4.014,2H,HALE,13.842,40.008,4730,4745.473
NR,NE205,-18.621,23.5,IU,KOWA,14.497,-4.014,3894,4745.939
Y6,TULL,8.181,39.058,IU,KOWA,14.497,-4.014,4532,4746.263
AF,DESE,11.118,39.635,IU,KOWA,14.497,-4.014,5753,4746.856
II,SUR,-32.38,20.812,AF,IFE,7.547,4.457,5434,4747.307
YB,AT14,38.628,36.06,IU,KOWA,14.497,-4.014,2651,4747.425
II,MSEY,-4.674,55.479,6A,WP04,-21.23,14.901,3938,4747.711
II,MSEY,-4.674,55.479,6A,WP16,-17.334,13.838,4301,4747.78
XA,SA82,-30.977,22.247,IU,FURI,8.895,38.68,5742,4748.018
II,SUR,-32.38,20.812,XI,JIMA,7.684,36.831,4994,4748.609
XJ,LL66,-2.612,35.484,IU,KOWA,14.497,-4.014,1881,4748.816
IU,LSZ,-15.278,28.188,XW,WAYM,17.915,55.644,3674,4748.973
Y6,ULAR,8.143,39.078,IU,KOWA,14.497,-4.014,4543,4749.325
II,SUR,-32.38,20.812,YY,GORE,8.15,35.533,7392,4749.899
II,SUR,-32.38,20.812,Y6,HAWA,7.052,38.502,4994,4750.214
Y6,GEBI,8.219,39.106,IU,KOWA,14.497,-4.014,1254,4750.519
IU,TSUM,-19.202,17.584,XW,ANID,15.474,43.205,2233,4752.582
II,SACV,14.97,-23.609,YD,CIVI,39.828,16.315,770,4753.117
II,ASCN,-7.933,-14.36,BX,MREMI,-22.57,27.447,5269,4753.157
II,ASCN,-7.933,-14.36,NR,NE219,-22.57,27.447,4565,4753.157
II,SACV,14.97,-23.609,YD,BRCA,39.516,16.513,1837,4754.806
XJ,PR62,-2.983,35.374,IU,KOWA,14.497,-4.014,1914,4754.95
Y6,HURT,8.121,39.128,IU,KOWA,14.497,-4.014,1870,4755.232
XJ,LL23,-2.297,35.69,IU,KOWA,14.497,-4.014,1925,4755.274
II,SUR,-32.38,20.812,Y6,MILA,7.13,38.434,3487,4755.357
II,SUR,-32.38,20.812,Y6,SANK,7.198,38.271,1518,4755.562
II,ASCN,-7.933,-14.36,ZP,MANS,-11.14,28.875,3476,4756.117
XJ,LL22,-2.52,35.599,IU,KOWA,14.497,-4.014,957,4756.221
II,MSEY,-4.674,55.479,XA,SA07,-31.978,20.226,2959,4756.518
II,SUR,-32.38,20.812,Y6,GRIM,7.161,38.395,4719,4756.909
II,MSEY,-4.674,55.479,XB,CM31,10.327,15.262,3234,4756.979
GT,DBIC,6.67,-4.857,IU,KMBO,-1.127,37.252,59730,4756.981
II,SUR,-32.38,20.812,Y6,CHEF,7.149,38.432,4983,4757.22
II,ASCN,-7.933,-14.36,XB,PM19,34.143,-5.131,9482,4757.522
II,SACV,14.97,-23.609,YD,GERM,39.32,16.667,1749,4758.425
II,SUR,-32.38,20.812,Y6,URJI,7.187,38.379,1133,4758.908
TT,TATN,32.579,10.529,XJ,LN16,-2.621,36.465,1034,4759.248
Y6,ANOL,8.182,39.181,IU,KOWA,14.497,-4.014,3795,4759.472
II,SACV,14.97,-23.609,MN,TIP,39.179,16.758,42900,4759.567
Y6,ASSE,7.937,39.129,IU,KOWA,14.497,-4.014,4477,4759.795
II,ASCN,-7.933,-14.36,XA,SA50,-23.872,27.166,2882,4759.978
YB,AT26,37.63,36.732,IU,KOWA,14.497,-4.014,1925,4760.063
II,SUR,-32.38,20.812,Y6,WOND,7.098,38.631,5005,4760.337
II,SUR,-32.38,20.812,Y6,SPEC,7.152,38.501,4983,4760.407
II,MSEY,-4.674,55.479,6A,WP11,-18.078,13.885,3938,4760.843
II,RAYN,23.522,45.503,XB,PM40,34.908,-2.21,6479,4760.992
II,SUR,-32.38,20.812,Y6,BETI,7.194,38.412,4983,4760.997
XJ,LN16,-2.621,36.465,KO,BALB,39.64,27.88,6743,4761.05
IU,TSUM,-19.202,17.584,XW,RUSA,14.707,44.354,1683,4761.598
XK,B17CI,-19.294,22.909,IU,KOWA,14.497,-4.014,2871,4761.671
IU,KMBO,-1.127,37.252,XS,N026,39.728,22.67,2508,4761.831
Y6,CHKA,8.257,39.221,IU,KOWA,14.497,-4.014,2332,4761.989
XJ,PR64,-2.801,35.533,IU,KOWA,14.497,-4.014,979,4762.502
II,SUR,-32.38,20.812,XB,CM31,10.327,15.262,3685,4762.761
II,SUR,-32.38,20.812,Y6,CORB,7.223,38.385,4983,4762.846
II,MSEY,-4.674,55.479,XB,CM02,2.698,13.289,2354,4762.867
II,MSEY,-4.674,55.479,6A,WP03,-21.022,14.682,4257,4762.89
II,SACV,14.97,-23.609,YD,STEC,38.943,16.926,1320,4762.924
YB,AT06,39.673,35.666,IU,KOWA,14.497,-4.014,1925,4762.975
II,SUR,-32.38,20.812,Y6,AJEE,7.26,38.303,2398,4763.243
IU,TSUM,-19.202,17.584,XW,ZUWA,15.728,43.022,2222,4763.285
IU,KOWA,14.497,-4.014,2H,DALE,14.229,40.218,5236,4763.329
XJ,NG56,-3.096,35.409,IU,KOWA,14.497,-4.014,1936,4763.772
II,SACV,14.97,-23.609,YD,ALDC,39.959,16.381,1804,4764.171
II,SUR,-32.38,20.812,Y6,BRRR,7.199,38.476,4961,4764.175
Y6,GOND,8.042,39.195,IU,KOWA,14.497,-4.014,4477,4764.344
II,ASCN,-7.933,-14.36,XB,PM18,34.15,-4.82,8250,4765.102
II,MSEY,-4.674,55.479,AF,CVNA,-31.482,19.762,17743,4765.219
Y6,ITTE,8.126,39.226,IU,KOWA,14.497,-4.014,4477,4765.655
XJ,LL24,-2.266,35.807,IU,KOWA,14.497,-4.014,1925,4765.742
II,MSEY,-4.674,55.479,XC,BRAN,-21.359,14.749,2717,4766.951
Y6,SAGU,7.76,39.161,IU,KOWA,14.497,-4.014,4488,4767.584
XJ,PR63,-2.993,35.507,IU,KOWA,14.497,-4.014,1936,4768.815
II,SUR,-32.38,20.812,Y6,TATA,7.26,38.444,2310,4769.089
XJ,KEN4,-1.784,36.054,IU,KOWA,14.497,-4.014,913,4769.335
II,ASCN,-7.933,-14.36,XA,SA32,-26.866,26.284,4147,4769.42
IU,LSZ,-15.278,28.188,XW,OMRN,18.445,55.303,1958,4769.944
II,SUR,-32.38,20.812,Y6,SHAS,7.205,38.603,3410,4770.103
II,MSEY,-4.674,55.479,6A,WP05,-20.544,14.462,5522,4770.13
II,MSEY,-4.674,55.479,8A,AIAI,-27.916,17.491,2167,4771.134
8A,SOLI,-23.861,16.04,IU,KOWA,14.497,-4.014,1210,4771.355
IU,KOWA,14.497,-4.014,2H,AHME,14.089,40.278,4961,4771.436
II,SUR,-32.38,20.812,AF,SHAI,5.881,0.044,8811,4771.825
II,ASCN,-7.933,-14.36,XA,SA15,-29.904,25.032,3223,4772.025
IU,LSZ,-15.278,28.188,XW,HN01,17.961,55.921,3916,4772.129
II,MSEY,-4.674,55.479,XA,SA03,-33.662,21.335,1815,4772.404
IU,TSUM,-19.202,17.584,XW,MAWI,15.468,43.523,2244,4772.704
IU,LSZ,-15.278,28.188,XW,SHA2,18.12,55.741,3949,4772.832
MN,WDD,35.837,14.524,XJ,KEN1,-1.941,36.693,4290,4774.704
IU,ANTO,39.868,32.793,ZS,MALJ,-3.191,35.471,693,4775.581
II,SUR,-32.38,20.812,XI,HOSA,7.564,37.857,3784,4776.312
IU,TSUM,-19.202,17.584,XW,YSLE,14.939,44.282,2266,4776.787
XK,Z01TG,-12.296,29.995,IU,KOWA,14.497,-4.014,2948,4779.697
II,SUR,-32.38,20.812,XI,HERO,7.026,39.277,2343,4780.629
II,ASCN,-7.933,-14.36,XB,PM17,34.391,-5.295,9020,4780.784
KO,GAZ,37.172,37.21,IU,KOWA,14.497,-4.014,11715,4781.398
II,SUR,-32.38,20.812,Y6,KADO,7.295,38.655,4972,4781.492
XA,SA81,-30.925,21.268,IU,FURI,8.895,38.68,4026,4782.407
MN,WDD,35.837,14.524,XJ,LL66,-2.612,35.484,5324,4782.467
II,ASCN,-7.933,-14.36,XA,SA46,-24.838,27.109,4345,4782.5
YB,AT07,39.145,36.222,IU,KOWA,14.497,-4.014,2662,4782.971
Y6,BEKO,7.542,39.259,IU,KOWA,14.497,-4.014,4092,4783.556
II,ASCN,-7.933,-14.36,XA,SA26,-27.546,26.18,2618,4783.944
XJ,LN25,-2.501,35.886,IU,KOWA,14.497,-4.014,1903,4784.419
IU,TSUM,-19.202,17.584,XW,TAWI,15.479,43.724,1210,4786.806
XJ,PR52,-2.959,35.702,IU,KOWA,14.497,-4.014,1892,4786.89
AF,ANKE,9.583,39.742,IU,KOWA,14.497,-4.014,7975,4788.388
IU,KOWA,14.497,-4.014,2H,GALE,13.725,40.394,5016,4788.42
IU,KOWA,14.497,-4.014,2H,HITE,13.101,40.317,4664,4788.53
XJ,LN26,-2.61,35.878,IU,KOWA,14.497,-4.014,1914,4788.584
II,MSEY,-4.674,55.479,6A,WP02,-21.305,14.475,5379,4792.439
YB,AT69,37.484,37.197,IU,KOWA,14.497,-4.014,2684,4792.548
IU,TSUM,-19.202,17.584,XW,DABI,15.132,44.269,1056,4792.626
YB,AT15,38.348,36.776,IU,KOWA,14.497,-4.014,2662,4793.186
XJ,NG55,-3.142,35.687,IU,KOWA,14.497,-4.014,1936,4793.915
II,MSEY,-4.674,55.479,6A,WP25,-18.563,13.677,3201,4794.488
XJ,PR53,-2.854,35.835,IU,KOWA,14.497,-4.014,1892,4795.451
II,RAYN,23.522,45.503,XB,PM39,34.889,-2.61,6479,4797.458
NR,NE206,-17.8,25.162,IU,KOWA,14.497,-4.014,6116,4797.857
XJ,KEN2,-1.918,36.287,IU,KOWA,14.497,-4.014,902,4799.02
II,MSEY,-4.674,55.479,XB,CM11,3.98,13.188,3223,4799.594
IU,ANTO,39.868,32.793,ZS,MANY,-3.396,35.812,1111,4800.336
II,RAYN,23.522,45.503,ZP,KAMZ,-14.795,24.804,1320,4800.378
IU,TSUM,-19.202,17.584,XW,SHIB,15.503,43.906,2255,4800.854
XJ,MW44,-3.344,35.664,IU,KOWA,14.497,-4.014,1947,4801.092
II,ASCN,-7.933,-14.36,XB,PM14,34.552,-5.127,9669,4801.725
II,ASCN,-7.933,-14.36,XB,PM15,34.469,-4.7,9691,4802.11
II,MSEY,-4.674,55.479,6A,WP15,-17.004,13.244,3751,4802.13
XJ,LN35,-2.63,36.006,IU,KOWA,14.497,-4.014,1914,4802.459
II,MSEY,-4.674,55.479,6A,WP22,-19.885,13.949,4334,4802.471
IU,KOWA,14.497,-4.014,2H,ERTE,13.446,40.497,5192,4803.146
XK,B08TS,-20.164,22.459,IU,KOWA,14.497,-4.014,3476,4805.666
GT,DBIC,6.67,-4.857,IU,FURI,8.895,38.68,55913,4805.908
IU,KOWA,14.497,-4.014,2H,GPSE,13.488,40.528,3388,4805.917
II,SUR,-32.38,20.812,YY,GIDA,8.98,34.61,7524,4806.206
